# #GHz real imag
5.470000000000000284e+01 -1.061607318208956374e-01 -6.270674588146592232e-02
5.471249999999999858e+01 -1.163144267534955700e-01 -4.271378443095966843e-02
5.472500000000000142e+01 -1.217351359239021713e-01 -2.138488905417368705e-02
5.473749999999999716e+01 -1.226526448574933731e-01 3.718332208390952905e-04
5.475000000000000000e+01 -1.190602990020227375e-01 2.165296547288275697e-02
5.476250000000000284e+01 -1.110611966614775820e-01 4.170330205672429652e-02
5.477499999999999858e+01 -9.881679169694745912e-02 5.939577008294438104e-02
5.478750000000000142e+01 -8.309133879400937284e-02 7.365693751990792792e-02
5.479999999999999716e+01 -6.512769722796474259e-02 8.384668256086258431e-02
5.481250000000000000e+01 -4.586285937516242778e-02 9.005645950349534801e-02
5.482500000000000284e+01 -2.599631235428719392e-02 9.199142454101365274e-02
5.483749999999999858e+01 -6.196787227969000923e-03 8.953250007876388528e-02
5.485000000000000142e+01 1.214784991637057020e-02 8.255983787823094333e-02
5.486249999999999716e+01 2.796041612860819189e-02 7.175772321796995701e-02
5.487500000000000000e+01 4.046469080765208864e-02 5.819781576721688027e-02
5.488750000000000284e+01 4.963305359871614253e-02 4.248961885251770210e-02
5.489999999999999858e+01 5.488221125671957634e-02 2.536494164053127581e-02
5.491250000000000142e+01 5.587230125315559293e-02 7.652850176176505780e-03
5.492499999999999716e+01 5.250073494898063742e-02 -9.367007364783944481e-03
5.493750000000000000e+01 4.540081274131704814e-02 -2.435535367352860761e-02
5.495000000000000284e+01 3.578144838641688502e-02 -3.698660017033402608e-02
5.496249999999999858e+01 2.378649601096646457e-02 -4.749909106124138025e-02
5.497500000000000142e+01 9.261448451582381114e-03 -5.517699027308853310e-02
5.498749999999999716e+01 -7.120824422717917518e-03 -5.869466848125640818e-02
5.500000000000000000e+01 -2.355727584496486449e-02 -5.775714472666149124e-02
5.501250000000000284e+01 -3.895442425040904905e-02 -5.287718108117831634e-02
5.502499999999999858e+01 -5.275336397727340559e-02 -4.462229949875985702e-02
5.503750000000000142e+01 -6.433101671313327941e-02 -3.310734557346530632e-02
5.504999999999999716e+01 -7.276049407366479149e-02 -1.892407697541061140e-02
5.506250000000000000e+01 -7.732292552381329898e-02 -3.040396946729046184e-03
5.507500000000000284e+01 -7.788814938001933919e-02 1.345200365426098103e-02
5.508749999999999858e+01 -7.469454964285603127e-02 2.959508701184034377e-02
5.510000000000000142e+01 -6.782953782260979503e-02 4.491964920201230171e-02
5.511249999999999716e+01 -5.740269518883020505e-02 5.860502978535278573e-02
5.512500000000000000e+01 -4.350885442262126396e-02 6.952490029065470922e-02
5.513750000000000284e+01 -2.724750360097793686e-02 7.686264957526674213e-02
5.514999999999999858e+01 -9.789497755861114453e-03 8.028610645826544934e-02
5.516250000000000142e+01 8.209402328214775862e-03 7.992758030736402119e-02
5.517499999999999716e+01 2.623742717275581726e-02 7.546935588201029999e-02
5.518750000000000000e+01 4.318460326200689037e-02 6.683204797957188747e-02
5.520000000000000284e+01 5.776353888050603930e-02 5.424992108997597762e-02
5.521249999999999858e+01 6.935881433498546078e-02 3.873568607100030814e-02
5.522500000000000142e+01 7.747965066293811820e-02 2.088995305026166913e-02
5.523749999999999716e+01 8.172913087436806112e-02 1.464855103933880749e-03
5.525000000000000000e+01 8.150097267250747124e-02 -1.882233765289297381e-02
5.526250000000000284e+01 7.691497950840253672e-02 -3.925180636117511779e-02
5.527499999999999858e+01 6.770063591869687758e-02 -5.804950842870179595e-02
5.528750000000000142e+01 5.484187234325049731e-02 -7.419642498263877284e-02
5.529999999999999716e+01 3.892955756779403753e-02 -8.757030536208801341e-02
5.531250000000000000e+01 2.021177797768904452e-02 -9.768201046586251490e-02
5.532500000000000284e+01 -5.576572839645919976e-04 -1.034386953689395150e-01
5.533749999999999858e+01 -2.190186808280723124e-02 -1.045057641291413514e-01
5.535000000000000142e+01 -4.282651791440045264e-02 -1.011603566696126083e-01
5.536249999999999716e+01 -6.262204756346198553e-02 -9.367585008651452272e-02
5.537500000000000000e+01 -8.058667163901545027e-02 -8.215770978783379364e-02
5.538750000000000284e+01 -9.595717528348117475e-02 -6.720559191226845031e-02
5.539999999999999858e+01 -1.078411194734184564e-01 -4.938061311481799220e-02
5.541250000000000142e+01 -1.156658334235204644e-01 -2.968237967892552176e-02
5.542499999999999716e+01 -1.192539001963341949e-01 -9.114511148974413154e-03
5.543750000000000000e+01 -1.187681569689924138e-01 1.176060610487442842e-02
5.545000000000000284e+01 -1.138644050815444120e-01 3.216515491757804962e-02
5.546249999999999858e+01 -1.046038331523025805e-01 5.094222444512996884e-02
5.547500000000000142e+01 -9.171824424983511526e-02 6.685126147023068288e-02
5.548749999999999716e+01 -7.611601681620855375e-02 7.957444507075234208e-02
5.550000000000000000e+01 -5.854248472387568736e-02 8.864781774351809807e-02
5.551250000000000284e+01 -3.969969772886687565e-02 9.400748051495377844e-02
5.552499999999999858e+01 -2.011374277895325996e-02 9.526524443408740384e-02
5.553750000000000142e+01 -1.028490137690670240e-03 9.214457322065944256e-02
5.554999999999999716e+01 1.651966696989836877e-02 8.512263519780033372e-02
5.556250000000000000e+01 3.179425248050457564e-02 7.476318146046022350e-02
5.557500000000000284e+01 4.446371516738818058e-02 6.161990024902005980e-02
5.558749999999999858e+01 5.385192959947252000e-02 4.617380517041034388e-02
5.560000000000000142e+01 5.943474595797583471e-02 2.903584217058063910e-02
5.561249999999999716e+01 6.069748701123330037e-02 1.155981911579252383e-02
5.562500000000000000e+01 5.806224374474847766e-02 -5.295920784324091753e-03
5.563750000000000284e+01 5.210502270696693028e-02 -2.070098452919636942e-02
5.564999999999999858e+01 4.295180679873349811e-02 -3.441979829770303728e-02
5.566250000000000142e+01 3.098622554457007572e-02 -4.547813873110755772e-02
5.567499999999999716e+01 1.681658824640215252e-02 -5.330506379373711745e-02
5.568750000000000000e+01 1.584559298454907414e-03 -5.736248344603738641e-02
5.570000000000000284e+01 -1.367238574365519169e-02 -5.780264411372784683e-02
5.571249999999999858e+01 -2.853677288374871848e-02 -5.511027446790617290e-02
5.572500000000000142e+01 -4.262622349399314281e-02 -4.886728693424331055e-02
5.573749999999999716e+01 -5.471377345145696236e-02 -3.941480192544494221e-02
5.575000000000000000e+01 -6.392786955002083271e-02 -2.732761712955229794e-02
5.576250000000000284e+01 -7.004153088285920703e-02 -1.379708549710348744e-02
5.577499999999999858e+01 -7.293218137330273465e-02 8.456067249929234914e-04
5.578750000000000142e+01 -7.248565871217037271e-02 1.575450743135899806e-02
5.579999999999999716e+01 -6.838192040025063700e-02 3.028383567722594746e-02
5.581250000000000000e+01 -6.101514744842262417e-02 4.345639992031505305e-02
5.582500000000000284e+01 -5.078582650515346686e-02 5.444509117431679812e-02
5.583749999999999858e+01 -3.852473974947225738e-02 6.292369820955855120e-02
5.585000000000000142e+01 -2.452277120211606917e-02 6.861257365792314267e-02
5.586249999999999716e+01 -9.389535216714033072e-03 7.108833384392106158e-02
5.587500000000000000e+01 6.181093836850014983e-03 6.990164217077766973e-02
5.588750000000000284e+01 2.106100189452437751e-02 6.520114494504358760e-02
5.589999999999999858e+01 3.440923696041874730e-02 5.735819746443045208e-02
5.591250000000000142e+01 4.582061150544289307e-02 4.692152761530170996e-02
5.592499999999999716e+01 5.487156733410489956e-02 3.411110955255310107e-02
5.593750000000000000e+01 6.098883525683797269e-02 1.936774804912534675e-02
5.595000000000000284e+01 6.353648219654260687e-02 3.494068531839872403e-03
5.596249999999999858e+01 6.242439333539295115e-02 -1.240890352836422628e-02
5.597500000000000142e+01 5.796841144848772359e-02 -2.752993376706201756e-02
5.598749999999999716e+01 5.050720350059093727e-02 -4.153503607751580368e-02
5.600000000000000000e+01 4.017286409974440975e-02 -5.376810481343933384e-02
5.601250000000000284e+01 2.721204105771988374e-02 -6.335622480650633659e-02
5.602499999999999858e+01 1.244238428913182343e-02 -6.978167715075520028e-02
5.603750000000000142e+01 -3.188125430618074605e-03 -7.270490083201858189e-02
5.604999999999999716e+01 -1.878289022814108242e-02 -7.235109266171023401e-02
5.606250000000000000e+01 -3.388716766319373880e-02 -6.882172222961505104e-02
5.607500000000000284e+01 -4.799617235826929978e-02 -6.209855087980088728e-02
5.608749999999999858e+01 -6.017729757910592753e-02 -5.234324428974843763e-02
5.610000000000000142e+01 -6.984852314520306749e-02 -4.033420184040953371e-02
5.611249999999999716e+01 -7.640250033507972605e-02 -2.677740338463466263e-02
5.612500000000000000e+01 -8.019298960193070591e-02 -1.233983117819836134e-02
5.613750000000000284e+01 -8.068636687672753327e-02 2.576331069890189836e-03
5.614999999999999858e+01 -7.784782499153444779e-02 1.727369800932703967e-02
5.616250000000000142e+01 -7.165658820414622099e-02 3.043171036036219218e-02
5.617499999999999716e+01 -6.290993310204601174e-02 4.167001513733165075e-02
5.618750000000000000e+01 -5.227111894737618281e-02 5.069223774798314874e-02
5.620000000000000284e+01 -3.996446944079029562e-02 5.739666059490686201e-02
5.621249999999999858e+01 -2.642062582467749263e-02 6.104555686184664348e-02
5.622500000000000142e+01 -1.240796434650703883e-02 6.123973606698465688e-02
5.623749999999999716e+01 8.376353521322842544e-04 5.812396553273364852e-02
5.625000000000000000e+01 1.277978285904900028e-02 5.225443920358879141e-02
5.626250000000000284e+01 2.310323122447921138e-02 4.401042330464638441e-02
5.627499999999999858e+01 3.135744307514796991e-02 3.348780648613078337e-02
5.628750000000000142e+01 3.681119228745063227e-02 2.108308116851260322e-02
5.629999999999999716e+01 3.899037746808644428e-02 7.684354580606071045e-03
5.631250000000000000e+01 3.786660616823945419e-02 -5.661125750995989712e-03
5.632500000000000284e+01 3.373668734983886058e-02 -1.842596669948776480e-02
5.633749999999999858e+01 2.657498452170437009e-02 -3.025645849006874943e-02
5.635000000000000142e+01 1.630046348456370281e-02 -4.015870146442281075e-02
5.636249999999999716e+01 3.623211967803368575e-03 -4.698144721918069699e-02
5.637500000000000000e+01 -1.020248145630830994e-02 -5.029587183426703634e-02
5.638750000000000284e+01 -2.427665985244278207e-02 -5.033145685467661778e-02
5.639999999999999858e+01 -3.809827610492182853e-02 -4.735936856510326171e-02
5.641250000000000142e+01 -5.123635954692062205e-02 -4.133219275381198876e-02
5.642499999999999716e+01 -6.294540061939479791e-02 -3.215973230142540884e-02
5.643750000000000000e+01 -7.239784709348563718e-02 -2.044221877337532023e-02
5.645000000000000284e+01 -7.912675745470451605e-02 -6.800091069100940543e-03
5.646249999999999858e+01 -8.306746079794674609e-02 8.250946062631391714e-03
5.647500000000000142e+01 -8.381927853010356921e-02 2.429060670349441481e-02
5.648749999999999716e+01 -8.101031844927752967e-02 4.066021158046326939e-02
5.650000000000000000e+01 -7.446574883270937195e-02 5.609965933315591569e-02
5.651250000000000284e+01 -6.465503906119261790e-02 6.971462327900143641e-02
5.652499999999999858e+01 -5.233457611678861421e-02 8.099356693556630793e-02
5.653750000000000142e+01 -3.777043884387929623e-02 8.997298036482596906e-02
5.654999999999999716e+01 -2.129480937462529047e-02 9.607461223579200071e-02
5.656250000000000000e+01 -3.397843209049608570e-03 9.868610631968456615e-02
5.657500000000000284e+01 1.471842361452321314e-02 9.749550891316653700e-02
5.658749999999999858e+01 3.231307595556206363e-02 9.256163055855422261e-02
5.660000000000000142e+01 4.865156935257805570e-02 8.435850278667847424e-02
5.661249999999999716e+01 6.331533461822046183e-02 7.292471890875960872e-02
5.662500000000000000e+01 7.552664884573771775e-02 5.873994311197673623e-02
5.663750000000000284e+01 8.458484524820988892e-02 4.202259826774379370e-02
5.664999999999999858e+01 8.998637752455927730e-02 2.394699276257707121e-02
5.666250000000000142e+01 9.167426448063671629e-02 5.360780413134276674e-03
5.667499999999999716e+01 8.997217247669475615e-02 -1.315733021143727227e-02
5.668750000000000000e+01 8.458821491797013925e-02 -3.115048596807477865e-02
5.670000000000000284e+01 7.558392781261613624e-02 -4.772507175173740235e-02
5.671249999999999858e+01 6.332850931777107839e-02 -6.196116612131791213e-02
5.672500000000000142e+01 4.872420499655752413e-02 -7.325329174581000913e-02
5.673749999999999716e+01 3.249019501302520541e-02 -8.140595980455911373e-02
5.675000000000000000e+01 1.501648321083660399e-02 -8.620776470197688557e-02
5.676250000000000284e+01 -3.019515494441906214e-03 -8.732761157793549056e-02
5.677499999999999858e+01 -2.069472112267271499e-02 -8.456709349434363143e-02
5.678750000000000142e+01 -3.715594233984131217e-02 -7.842894274300743485e-02
5.679999999999999716e+01 -5.128224298977921564e-02 -6.932161535220777993e-02
5.681250000000000000e+01 -6.338195378632481558e-02 -5.773690522962021676e-02
5.682500000000000284e+01 -7.302009069206316649e-02 -4.393709204640575822e-02
5.683749999999999858e+01 -7.953300714002783933e-02 -2.846521454961316311e-02
5.685000000000000142e+01 -8.216532534878863425e-02 -1.264160509137536928e-02
5.686249999999999716e+01 -8.148749595542448265e-02 2.844941195091978733e-03
5.687500000000000000e+01 -7.782344103668273338e-02 1.761148195839879957e-02
5.688750000000000284e+01 -7.112080223425946979e-02 3.120556028482200997e-02
5.689999999999999858e+01 -6.162971507440762053e-02 4.276493431353600022e-02
5.691250000000000142e+01 -5.001556717278415887e-02 5.178454750470633944e-02
5.692499999999999716e+01 -3.717956872613373959e-02 5.775042978494030615e-02
5.693750000000000000e+01 -2.376859189963066027e-02 6.084081338494845559e-02
5.695000000000000284e+01 -1.021746521329925349e-02 6.103985189133262490e-02
5.696249999999999858e+01 3.041189695007078930e-03 5.817761886921645614e-02
5.697500000000000142e+01 1.513963619518091802e-02 5.239806953950303797e-02
5.698749999999999716e+01 2.527822515424908711e-02 4.400701182953237894e-02
5.700000000000000000e+01 3.286301512059780494e-02 3.394161007308189870e-02
5.701250000000000284e+01 3.818183306985695191e-02 2.260165775640765942e-02
5.702499999999999858e+01 4.080086800072202369e-02 1.037744583012667476e-02
5.703750000000000142e+01 4.042725067590879212e-02 -2.277523575808714559e-03
5.704999999999999716e+01 3.691473501618807579e-02 -1.419236332494384738e-02
5.706250000000000000e+01 3.075451513285370683e-02 -2.477922677094463247e-02
5.707500000000000284e+01 2.256108137596954041e-02 -3.360598952892210334e-02
5.708749999999999858e+01 1.248467644515923597e-02 -4.059816523523406689e-02
5.710000000000000142e+01 8.662075686319995827e-04 -4.508738655424059799e-02
5.711249999999999716e+01 -1.171670663131704065e-02 -4.650723973773430997e-02
5.712500000000000000e+01 -2.418098855787819551e-02 -4.480694625566170042e-02
5.713750000000000284e+01 -3.584745671594854327e-02 -4.029624384713359486e-02
5.714999999999999858e+01 -4.640421567741145892e-02 -3.346447790247147197e-02
5.716250000000000142e+01 -5.547862111600659202e-02 -2.427816622263145527e-02
5.717499999999999716e+01 -6.228524805438438033e-02 -1.288057697752797298e-02
5.718750000000000000e+01 -6.622808619787655393e-02 8.969794379532713372e-05
5.720000000000000284e+01 -6.720540049949322303e-02 1.354471305590588572e-02
5.721249999999999858e+01 -6.514798946521045686e-02 2.677753155566459098e-02
5.722500000000000142e+01 -6.050419274729669505e-02 3.971454951385725712e-02
5.723749999999999716e+01 -5.305021010887889243e-02 5.161470448591692906e-02
5.725000000000000000e+01 -4.286699396069443280e-02 6.175807266834901915e-02
5.726250000000000284e+01 -3.061882211133361287e-02 6.942387181659785689e-02
5.727499999999999858e+01 -1.698763513490293350e-02 7.448129577476507446e-02
5.728750000000000142e+01 -2.685065766657309186e-03 7.678124684994525051e-02
5.729999999999999716e+01 1.221290610521796709e-02 7.615782401954118708e-02
5.731250000000000000e+01 2.695622039393141822e-02 7.229164650803016068e-02
5.732500000000000284e+01 4.067715444158936933e-02 6.514958188792036031e-02
5.733749999999999858e+01 5.245944015968384555e-02 5.551220376275905338e-02
5.735000000000000142e+01 6.214007164909533115e-02 4.377761911187882937e-02
5.736249999999999716e+01 6.956522330541788091e-02 3.031256693321308232e-02
5.737500000000000000e+01 7.411548845375258432e-02 1.535078702725591743e-02
5.738750000000000284e+01 7.552885518180732505e-02 -4.272111338575144144e-04
5.739999999999999858e+01 7.356219017998999465e-02 -1.603560980820189705e-02
5.741250000000000142e+01 6.861993817396173923e-02 -3.062726198523850821e-02
5.742499999999999716e+01 6.099337223788767887e-02 -4.397306227214794333e-02
5.743750000000000000e+01 5.095544273168294697e-02 -5.574768887459476130e-02
5.745000000000000284e+01 3.851837317991949061e-02 -6.526275316136474769e-02
5.746249999999999858e+01 2.452351197452331058e-02 -7.186578785550455650e-02
5.747500000000000142e+01 9.810577877603282593e-03 -7.533310128331648092e-02
5.748749999999999716e+01 -4.996074972721925231e-03 -7.601646998704504610e-02
5.750000000000000000e+01 -1.964654198533793972e-02 -7.386109156601704251e-02
5.751250000000000284e+01 -3.364119838477724195e-02 -6.882626341645935175e-02
5.752499999999999858e+01 -4.621284870705687914e-02 -6.083241296221669758e-02
5.753750000000000142e+01 -5.653179705865790661e-02 -5.067746427746151749e-02
5.754999999999999716e+01 -6.433970980958562957e-02 -3.897454324406494919e-02
5.756250000000000000e+01 -6.973872942689966770e-02 -2.622283953016221747e-02
5.757500000000000284e+01 -7.243905387222306091e-02 -1.268751883367287905e-02
5.758749999999999858e+01 -7.217293209689429334e-02 1.104925859494381791e-03
5.760000000000000142e+01 -6.877958927109145693e-02 1.410713058557363370e-02
5.761249999999999716e+01 -6.298511741299038513e-02 2.574307096766135367e-02
5.762500000000000000e+01 -5.523787314943389565e-02 3.562472531971207224e-02
5.763750000000000284e+01 -4.567495103620110297e-02 4.376209855758650402e-02
5.764999999999999858e+01 -3.466432845732116824e-02 4.956964630589630327e-02
5.766250000000000142e+01 -2.267826680340663537e-02 5.256666986788911811e-02
5.767499999999999716e+01 -1.075500987987694848e-02 5.274664109556488623e-02
5.768750000000000000e+01 5.781634222790757753e-04 5.041370706799531975e-02
5.770000000000000284e+01 1.106598464906709267e-02 4.598698524563726853e-02
5.771249999999999858e+01 2.030409060037010813e-02 3.924330455227775794e-02
5.772500000000000142e+01 2.776095265623841624e-02 3.056408064260271451e-02
5.773749999999999716e+01 3.259091614611469429e-02 2.053162679317445394e-02
5.775000000000000000e+01 3.506068232777608679e-02 9.822933486614081333e-03
5.776250000000000284e+01 3.518803458700223846e-02 -8.209279808044201527e-04
5.777499999999999858e+01 3.297438454767856464e-02 -1.126422698816973225e-02
5.778750000000000142e+01 2.831698104252317744e-02 -2.088390986673917607e-02
5.779999999999999716e+01 2.140045856262944718e-02 -2.917822698163821671e-02
5.781250000000000000e+01 1.283134248856948600e-02 -3.541355792122580226e-02
5.782500000000000284e+01 3.265498573370370205e-03 -3.957403051976358943e-02
5.783749999999999858e+01 -6.832833722203436773e-03 -4.157122184914191498e-02
5.785000000000000142e+01 -1.743675695704227299e-02 -4.135502986400546588e-02
5.786249999999999716e+01 -2.782770708695169945e-02 -3.861506222003490557e-02
5.787500000000000000e+01 -3.738092776568500974e-02 -3.341311224719797912e-02
5.788750000000000284e+01 -4.537241228095770934e-02 -2.632723244673669527e-02
5.789999999999999858e+01 -5.193350922571138284e-02 -1.756635557334022130e-02
5.791250000000000142e+01 -5.649962908767655612e-02 -7.451142551122376910e-03
5.792499999999999716e+01 -5.877972681706235270e-02 3.613573029473654552e-03
5.793750000000000000e+01 -5.846326011718971927e-02 1.512140001468079489e-02
5.795000000000000284e+01 -5.552654894819683551e-02 2.625482558937954417e-02
5.796249999999999858e+01 -5.038508321910128290e-02 3.650088506567038954e-02
5.797500000000000142e+01 -4.331707493829861644e-02 4.568312418121603380e-02
5.798749999999999716e+01 -3.428641382319452813e-02 5.333402397388460614e-02
5.800000000000000000e+01 -2.352075546885630877e-02 5.900931880744589297e-02
5.801250000000000284e+01 -1.176064810291144701e-02 6.214535673853965186e-02
5.802499999999999858e+01 2.538752710001091037e-04 6.272471833315408640e-02
5.803750000000000142e+01 1.217242178075251917e-02 6.099473177993594564e-02
5.804999999999999716e+01 2.379660844211138257e-02 5.707286544401410366e-02
5.806250000000000000e+01 3.462738613547063776e-02 5.071668332733932083e-02
5.807500000000000284e+01 4.400399582561780737e-02 4.207959688925246716e-02
5.808749999999999858e+01 5.121240143386114607e-02 3.163657160391667583e-02
5.810000000000000142e+01 5.618455769045521686e-02 2.015423252394078768e-02
5.811249999999999716e+01 5.881823084632192139e-02 8.120529197762724194e-03
5.812500000000000000e+01 5.883730073699382918e-02 -4.106597763371497116e-03
5.813750000000000284e+01 5.621050856329493084e-02 -1.622357562540760814e-02
5.814999999999999858e+01 5.110269790276510821e-02 -2.736294635767374736e-02
5.816250000000000142e+01 4.399721343771624549e-02 -3.706939600323741479e-02
5.817499999999999716e+01 3.541183041597117248e-02 -4.504867831119627186e-02
5.818750000000000000e+01 2.534242380974311565e-02 -5.127471330334443245e-02
5.820000000000000284e+01 1.416163941366354456e-02 -5.537429456536618888e-02
5.821249999999999858e+01 2.376557499659285363e-03 -5.673517616307133249e-02
5.822500000000000142e+01 -9.073582272440025576e-03 -5.554435500508018292e-02
5.823749999999999716e+01 -1.968417084904810349e-02 -5.204076436961888735e-02
5.825000000000000000e+01 -2.927719830367093989e-02 -4.676630411096963091e-02
5.826250000000000284e+01 -3.760152602654465853e-02 -3.950768032766201893e-02
5.827499999999999858e+01 -4.416885267229381240e-02 -3.052612832358688952e-02
5.828750000000000142e+01 -4.827708964975801348e-02 -2.045893690492358100e-02
5.829999999999999716e+01 -5.003960122684390083e-02 -1.011849795150068614e-02
5.831250000000000000e+01 -4.958943075981774723e-02 5.504963574803972356e-05
5.832500000000000284e+01 -4.713135031527176944e-02 1.001326181638378249e-02
5.833749999999999858e+01 -4.235857762518090847e-02 1.925558782760657811e-02
5.835000000000000142e+01 -3.544628602558669295e-02 2.710067663946992902e-02
5.836249999999999716e+01 -2.705770263740241502e-02 3.282194541574450647e-02
5.837500000000000000e+01 -1.784528835198617019e-02 3.651650830655872593e-02
5.838750000000000284e+01 -8.164152604261457752e-03 3.819007471348445648e-02
5.839999999999999858e+01 1.881393718101916123e-03 3.766246321117714541e-02
5.841250000000000142e+01 1.168312455383051056e-02 3.461836548092551286e-02
5.842499999999999716e+01 2.052944108582224758e-02 2.922753647402652824e-02
5.843750000000000000e+01 2.784179271605493125e-02 2.206330278835060693e-02
5.845000000000000284e+01 3.354660086306904265e-02 1.355526932568358947e-02
5.846249999999999858e+01 3.745362712599317051e-02 3.867996647696333480e-03
5.847500000000000142e+01 3.906022428540725788e-02 -6.815742552216558572e-03
5.848749999999999716e+01 3.806878989860680573e-02 -1.785522077100075086e-02
5.850000000000000000e+01 3.451776487907223800e-02 -2.835875194501386726e-02
5.851250000000000284e+01 2.886047019717158379e-02 -3.783581254153565304e-02
5.852499999999999858e+01 2.133236061944214501e-02 -4.621204722752159100e-02
5.853750000000000142e+01 1.193368473295449220e-02 -5.314872953942555850e-02
5.854999999999999716e+01 8.518225957802692122e-04 -5.788911893886022897e-02
5.856250000000000000e+01 -1.110037182271461469e-02 -6.005497720057950684e-02
5.857500000000000284e+01 -2.319918156755107833e-02 -5.966522328193493707e-02
5.858749999999999858e+01 -3.511731945340630656e-02 -5.707347709665016450e-02
5.860000000000000142e+01 -4.660872670091623787e-02 -5.214702218822724750e-02
5.861249999999999716e+01 -5.730037554761355234e-02 -4.473858852281431542e-02
5.862500000000000000e+01 -6.639927260107436613e-02 -3.490628710590481382e-02
5.863750000000000284e+01 -7.326742189101838332e-02 -2.356048091800024349e-02
5.864999999999999858e+01 -7.772815481961520279e-02 -1.124230604030632824e-02
5.866250000000000142e+01 -8.000104258452103712e-02 1.889763191498200576e-03
5.867499999999999716e+01 -7.969819940508711398e-02 1.547085492635249908e-02
5.868750000000000000e+01 -7.663279712267762056e-02 2.904757098437852486e-02
5.870000000000000284e+01 -7.088160784181846141e-02 4.160890629101739180e-02
5.871249999999999858e+01 -6.289225332391411294e-02 5.277890918384382790e-02
5.872500000000000142e+01 -5.304104760546195924e-02 6.221421434358678781e-02
5.873749999999999716e+01 -4.153231107013521939e-02 6.974920824178787448e-02
5.875000000000000000e+01 -2.864472375668543347e-02 7.496353984069996368e-02
5.876250000000000284e+01 -1.489013410051143876e-02 7.744301159791713851e-02
5.877499999999999858e+01 -1.199283004879323497e-03 7.718238462144635936e-02
5.878750000000000142e+01 1.204615962161604062e-02 7.445585064538190467e-02
5.879999999999999716e+01 2.460178007537461645e-02 6.954941733498183620e-02
5.881250000000000000e+01 3.614534776056469584e-02 6.231556802794413485e-02
5.882500000000000284e+01 4.615787196028860173e-02 5.295994407644508822e-02
5.883749999999999858e+01 5.382817504406076786e-02 4.188488718448332704e-02
5.885000000000000142e+01 5.897208790794975647e-02 2.988469546625120710e-02
5.886249999999999716e+01 6.189395433684365122e-02 1.742549255719554394e-02
5.887500000000000000e+01 6.255543483397878191e-02 4.611753094336440255e-03
5.888750000000000284e+01 6.066515153470817406e-02 -7.999941951473601293e-03
5.889999999999999858e+01 5.617473076463415371e-02 -1.973990699069245666e-02
5.891250000000000142e+01 4.970886075248834302e-02 -2.988033872545885206e-02
5.892499999999999716e+01 4.174231880187540683e-02 -3.834783678988513272e-02
5.893750000000000000e+01 3.264149234460570620e-02 -4.517631656910200966e-02
5.895000000000000284e+01 2.242228160870439815e-02 -5.005122855963644452e-02
5.896249999999999858e+01 1.163120859039174643e-02 -5.257634786642174929e-02
5.897500000000000142e+01 9.841263375925603414e-04 -5.264104078910206153e-02
5.898749999999999716e+01 -8.933596276434278491e-03 -5.073237685143351661e-02
5.900000000000000000e+01 -1.794675412379560450e-02 -4.715822520133649415e-02
5.901250000000000284e+01 -2.596922545919125302e-02 -4.197762864664533744e-02
5.902499999999999858e+01 -3.244103178113039165e-02 -3.515814319736647320e-02
5.903750000000000142e+01 -3.692831912594836397e-02 -2.734270589608264745e-02
5.904999999999999716e+01 -3.945934419566760748e-02 -1.923665292535153837e-02
5.906250000000000000e+01 -4.025999058847421624e-02 -1.126146733898388680e-02
5.907500000000000284e+01 -3.927925711372268203e-02 -3.458896474708282598e-03
5.908749999999999858e+01 -3.654543531875289325e-02 3.888521934779650205e-03
5.910000000000000142e+01 -3.203242605801267379e-02 1.004425027465381121e-02
5.911249999999999716e+01 -2.639968793287737758e-02 1.456403256849726074e-02
5.912500000000000000e+01 -2.014618145570331448e-02 1.741726599539116307e-02
5.913750000000000284e+01 -1.359358268193889586e-02 1.881130681199828097e-02
5.914999999999999858e+01 -6.830337188895154420e-03 1.864864709758314726e-02
5.916250000000000142e+01 -1.610853494281326353e-04 1.668146333928722733e-02
5.917499999999999716e+01 5.658553072973211868e-03 1.284838339792549605e-02
5.918750000000000000e+01 1.020851333350679055e-02 7.716260384763271550e-03
5.920000000000000284e+01 1.340986251431318214e-02 1.711908034180081991e-03
5.921249999999999858e+01 1.525699349198953239e-02 -4.998653309445109764e-03
5.922500000000000142e+01 1.546157299715964287e-02 -1.224320706271303343e-02
5.923749999999999716e+01 1.376640078958972502e-02 -1.969526896214024783e-02
5.925000000000000000e+01 1.010067704033659058e-02 -2.659764611449236954e-02
5.926250000000000284e+01 4.931583534655004965e-03 -3.245526977112849626e-02
5.927499999999999858e+01 -1.422803596038615210e-03 -3.713429779691748006e-02
5.928750000000000142e+01 -8.902144493827295751e-03 -4.060756860287968034e-02
5.929999999999999716e+01 -1.746082540743119915e-02 -4.247844266696569615e-02
5.931250000000000000e+01 -2.658188754411242027e-02 -4.232776442637940090e-02
5.932500000000000284e+01 -3.552126821851066263e-02 -4.013412877774762827e-02
5.933749999999999858e+01 -4.390380926769173187e-02 -3.617258641905179289e-02
5.935000000000000142e+01 -5.160477912341198542e-02 -3.061762066957535861e-02
5.936249999999999716e+01 -5.828805195061891736e-02 -2.334213509364417224e-02
5.937500000000000000e+01 -6.357927081949708847e-02 -1.453265189806711780e-02
5.938750000000000284e+01 -6.693126143019829943e-02 -4.599924167981832464e-03
5.939999999999999858e+01 -6.829549244816619791e-02 5.836170207290501503e-03
